Machine_ID,Machine_Type,Temperature,Vibration,RPM,Power_Consumption,Operating_Hours,Motor_Current,Bearing_Temperature,Noise_Level,Yarn_Tension,Failure,Timestamp
TM-3935,Rotor Spinning,79.98,2.42,1789.31,34.54,6344,101.8,64.66,70.39,360.45,0,2023-06-13 22:00:00
TM-3936,Spinning Frame,83.56,3.5,1824.53,33.02,6088,92.05,72.31,70.24,367.88,0,2023-06-13 23:00:00
TM-3937,Weaving Loom,77.14,2.18,1752.66,40.33,1297,102.89,57.41,66.08,388.75,0,2023-06-14 00:00:00
TM-3938,Weaving Loom,74.9,3.1,1812.51,35.59,2123,100.51,66.08,65.83,401.72,0,2023-06-14 01:00:00
TM-3939,Ring Spinning,67.6,3.27,1832.05,42.05,6093,100.91,70.73,71.37,399.01,0,2023-06-14 02:00:00
TM-3940,Ring Spinning,69.63,2.73,1773.25,38.52,2639,101.69,70.29,67.35,384.13,0,2023-06-14 03:00:00
TM-3941,Spinning Frame,84.89,2.29,1815.78,42.2,1699,106.39,55.9,75.21,371.11,0,2023-06-14 04:00:00
TM-3942,Air Jet Loom,89.64,2.33,1786.66,32.9,2307,108.65,65.09,74.76,381.96,0,2023-06-14 05:00:00
TM-3943,Rotor Spinning,102.46,5.07,1754.83,53.23,10533,125.37,89.32,85.57,419.05,1,2023-06-14 06:00:00
TM-3944,Rotor Spinning,59.15,1.73,1782.37,36.11,5377,101.34,66.36,70.44,377.05,0,2023-06-14 07:00:00
TM-3945,Rotor Spinning,68.1,2.77,1786.95,37.2,1550,99.48,63.79,68.08,367.15,0,2023-06-14 08:00:00
TM-3946,Air Jet Loom,69.15,2.32,1831.03,37.49,4880,100.15,71.26,70.77,342.4,0,2023-06-14 09:00:00
TM-3947,Air Jet Loom,102.96,4.66,1714.12,44.8,13803,126.64,100.72,88.87,500.0,1,2023-06-14 10:00:00
TM-3948,Ring Spinning,75.35,2.83,1785.61,38.41,2061,102.07,65.55,68.29,371.34,0,2023-06-14 11:00:00
TM-3949,Spinning Frame,78.95,3.04,1773.1,39.3,4439,96.65,71.01,71.54,359.44,0,2023-06-14 12:00:00
TM-3950,Ring Spinning,77.33,4.69,1655.8,52.24,8130,102.34,94.88,87.92,480.94,1,2023-06-14 13:00:00
TM-3951,Ring Spinning,99.6,3.46,1758.2,42.12,13632,131.43,76.92,88.73,370.75,1,2023-06-14 14:00:00
TM-3952,Ring Spinning,85.3,2.99,1819.76,38.43,1964,102.36,55.49,67.76,374.7,0,2023-06-14 15:00:00
TM-3953,Air Jet Loom,70.35,2.11,1794.86,39.55,6290,104.67,64.06,66.78,393.18,0,2023-06-14 16:00:00
TM-3954,Air Jet Loom,63.45,1.79,1818.27,37.27,3327,99.89,69.32,73.1,405.2,0,2023-06-14 17:00:00
TM-3955,Ring Spinning,96.72,4.74,1743.5,47.62,9048,111.38,93.76,78.14,380.62,1,2023-06-14 18:00:00
TM-3956,Air Jet Loom,71.49,2.42,1784.68,39.4,2074,98.41,78.41,70.55,392.3,0,2023-06-14 19:00:00
TM-3957,Rotor Spinning,99.48,4.23,1876.31,52.23,14831,138.1,95.69,74.9,472.61,1,2023-06-14 20:00:00
TM-3958,Weaving Loom,99.02,2.96,1870.53,41.04,12452,89.58,92.96,79.73,426.08,1,2023-06-14 21:00:00
TM-3959,Rotor Spinning,78.47,3.16,1814.9,40.41,3566,104.79,69.67,72.38,366.66,0,2023-06-14 22:00:00
TM-3960,Weaving Loom,105.05,3.65,1751.07,43.27,12597,127.91,88.48,95.0,410.51,1,2023-06-14 23:00:00
TM-3961,Air Jet Loom,71.45,1.91,1802.66,36.54,4415,111.51,60.02,66.57,398.12,0,2023-06-15 00:00:00
TM-3962,Air Jet Loom,78.64,2.04,1813.08,39.22,1488,109.69,60.59,73.31,365.58,0,2023-06-15 01:00:00
TM-3963,Weaving Loom,71.91,2.44,1773.6,36.79,5325,101.29,63.7,70.65,376.77,0,2023-06-15 02:00:00
TM-3964,Air Jet Loom,93.8,5.52,1771.89,41.09,8111,104.16,104.65,89.78,428.25,1,2023-06-15 03:00:00
TM-3965,Spinning Frame,74.04,1.97,1799.16,33.39,6391,102.89,60.51,68.82,383.19,0,2023-06-15 04:00:00
TM-3966,Ring Spinning,72.22,2.46,1793.44,37.38,6457,98.71,67.21,74.38,374.14,0,2023-06-15 05:00:00
TM-3967,Rotor Spinning,78.73,3.93,1826.91,36.68,3177,104.67,63.09,71.17,397.14,0,2023-06-15 06:00:00
TM-3968,Air Jet Loom,78.94,2.35,1796.24,38.82,2727,113.24,65.23,73.84,393.23,0,2023-06-15 07:00:00
TM-3969,Weaving Loom,74.23,2.44,1804.01,35.5,6149,108.03,63.32,68.35,386.49,0,2023-06-15 08:00:00
TM-3970,Spinning Frame,69.5,2.09,1767.86,38.1,1389,99.22,73.44,68.47,384.25,0,2023-06-15 09:00:00
TM-3971,Rotor Spinning,72.04,2.59,1797.61,45.19,6810,95.74,57.77,75.64,360.57,0,2023-06-15 10:00:00
TM-3972,Spinning Frame,63.47,2.65,1793.17,43.2,6661,95.08,72.66,71.2,378.17,0,2023-06-15 11:00:00
TM-3973,Spinning Frame,98.17,3.38,1643.55,54.62,12601,126.11,84.74,95.0,394.95,1,2023-06-15 12:00:00
TM-3974,Weaving Loom,80.8,1.71,1831.89,41.86,3266,103.28,60.77,73.04,377.79,0,2023-06-15 13:00:00
TM-3975,Spinning Frame,74.95,3.27,1821.17,41.67,2314,110.22,64.22,67.32,382.22,0,2023-06-15 14:00:00
TM-3976,Spinning Frame,73.99,1.99,1806.85,40.67,2616,98.93,63.82,69.05,375.18,0,2023-06-15 15:00:00
TM-3977,Weaving Loom,89.93,3.36,1793.27,55.51,12213,122.22,87.77,89.25,366.93,1,2023-06-15 16:00:00
TM-3978,Air Jet Loom,65.14,2.29,1835.9,42.19,5572,110.17,70.37,69.26,372.85,0,2023-06-15 17:00:00
TM-3979,Spinning Frame,82.02,1.6,1820.3,40.44,1497,103.58,69.89,64.62,386.01,0,2023-06-15 18:00:00
TM-3980,Rotor Spinning,77.76,1.62,1780.93,39.19,6242,103.54,66.16,65.67,372.69,0,2023-06-15 19:00:00
TM-3981,Ring Spinning,76.53,2.47,1763.26,37.3,2979,107.25,63.62,71.22,362.31,0,2023-06-15 20:00:00
TM-3982,Rotor Spinning,99.36,4.9,1798.54,52.78,13267,124.38,87.45,94.03,383.5,1,2023-06-15 21:00:00
TM-3983,Weaving Loom,96.05,3.78,1696.18,49.29,14175,125.32,84.65,89.65,425.14,1,2023-06-15 22:00:00
TM-3984,Weaving Loom,68.86,2.33,1773.74,41.55,2662,101.14,71.48,68.03,380.76,0,2023-06-15 23:00:00
TM-3985,Rotor Spinning,76.28,1.64,1778.66,42.34,5968,107.85,66.35,68.85,378.28,0,2023-06-16 00:00:00
TM-3986,Spinning Frame,77.52,2.85,1815.18,40.91,5543,106.61,65.14,73.18,411.81,0,2023-06-16 01:00:00
TM-3987,Rotor Spinning,89.29,3.95,1822.86,45.04,11217,123.26,87.47,88.08,396.13,1,2023-06-16 02:00:00
TM-3988,Rotor Spinning,80.75,3.12,1800.81,33.46,5119,101.1,65.47,68.88,391.88,0,2023-06-16 03:00:00
TM-3989,Spinning Frame,89.67,5.05,1668.83,47.86,13171,127.38,85.47,85.76,418.28,1,2023-06-16 04:00:00
TM-3990,Spinning Frame,81.37,1.27,1825.86,33.86,3946,108.31,69.97,66.37,361.79,0,2023-06-16 05:00:00
TM-3991,Air Jet Loom,79.11,1.98,1839.53,34.75,2248,109.49,63.65,79.89,388.3,0,2023-06-16 06:00:00
TM-3992,Ring Spinning,75.44,2.18,1826.13,42.1,1858,101.38,59.23,70.83,387.09,0,2023-06-16 07:00:00
TM-3993,Spinning Frame,70.66,2.67,1811.89,32.81,3415,102.47,65.47,71.53,356.46,0,2023-06-16 08:00:00
TM-3994,Ring Spinning,85.29,4.21,1785.72,48.77,8276,127.66,97.54,82.68,489.21,1,2023-06-16 09:00:00
TM-3995,Ring Spinning,66.82,1.55,1829.91,39.58,6515,115.84,63.36,69.14,399.83,0,2023-06-16 10:00:00
TM-3996,Air Jet Loom,93.53,4.64,1885.92,49.65,13528,125.03,92.85,90.54,392.32,1,2023-06-16 11:00:00
TM-3997,Rotor Spinning,90.59,4.55,1649.67,58.11,10755,120.57,95.94,75.28,433.36,1,2023-06-16 12:00:00
TM-3998,Ring Spinning,71.56,2.12,1815.07,36.01,6080,113.79,61.72,77.72,369.76,0,2023-06-16 13:00:00
TM-3999,Air Jet Loom,91.97,3.6,1747.11,48.01,9891,138.87,76.46,94.4,344.01,1,2023-06-16 14:00:00
TM-4000,Air Jet Loom,82.18,2.76,1810.63,41.04,6395,112.18,71.35,68.59,376.08,0,2023-06-16 15:00:00
TM-4001,Rotor Spinning,97.26,5.14,1670.13,45.24,13544,128.99,92.96,76.23,386.39,1,2023-06-16 16:00:00
TM-4002,Air Jet Loom,67.91,2.25,1763.82,41.43,4013,111.49,58.0,71.94,377.07,0,2023-06-16 17:00:00
TM-4003,Ring Spinning,97.19,5.59,1684.6,40.52,11199,103.28,95.12,93.23,430.22,1,2023-06-16 18:00:00
TM-4004,Air Jet Loom,75.06,2.47,1786.77,38.52,5720,110.35,70.57,68.65,381.67,0,2023-06-16 19:00:00
TM-4005,Ring Spinning,70.38,2.21,1789.61,36.55,4016,102.09,63.36,73.73,380.01,0,2023-06-16 20:00:00
TM-4006,Spinning Frame,94.49,4.26,1682.65,38.38,12448,124.98,97.43,92.19,466.74,1,2023-06-16 21:00:00
TM-4007,Rotor Spinning,108.05,4.21,1966.84,52.64,13356,117.12,98.4,87.81,421.45,1,2023-06-16 22:00:00
TM-4008,Air Jet Loom,86.71,3.6,1782.14,53.94,10849,141.04,80.15,84.74,394.34,1,2023-06-16 23:00:00
TM-4009,Spinning Frame,95.86,3.91,1649.0,38.88,10586,117.11,79.66,80.19,433.17,1,2023-06-17 00:00:00
TM-4010,Air Jet Loom,72.87,1.98,1796.11,40.92,6912,113.83,62.1,70.91,395.07,0,2023-06-17 01:00:00
TM-4011,Rotor Spinning,81.15,2.03,1802.97,39.92,3005,110.34,64.29,75.4,355.32,0,2023-06-17 02:00:00
TM-4012,Air Jet Loom,67.87,2.08,1795.11,37.58,6859,104.64,67.3,65.4,370.48,0,2023-06-17 03:00:00
TM-4013,Air Jet Loom,77.09,3.01,1784.48,37.08,5705,106.88,74.52,65.68,384.37,0,2023-06-17 04:00:00
TM-4014,Rotor Spinning,103.45,3.86,1905.16,47.59,9247,145.98,83.08,87.39,367.99,1,2023-06-17 05:00:00
TM-4015,Spinning Frame,73.93,2.06,1810.95,39.3,1883,103.94,68.08,72.15,396.43,0,2023-06-17 06:00:00
TM-4016,Rotor Spinning,77.47,3.75,1785.23,36.49,1386,102.65,69.41,75.73,388.01,0,2023-06-17 07:00:00
TM-4017,Ring Spinning,76.56,3.44,1750.22,44.46,5973,103.27,71.87,66.18,382.12,0,2023-06-17 08:00:00
TM-4018,Weaving Loom,89.84,4.23,1671.1,43.93,10129,123.97,87.08,78.14,475.05,1,2023-06-17 09:00:00
TM-4019,Air Jet Loom,77.71,2.58,1786.45,38.39,4683,109.74,69.63,72.73,388.5,0,2023-06-17 10:00:00
TM-4020,Ring Spinning,85.49,4.48,1858.38,40.73,11668,135.37,95.96,91.29,389.26,1,2023-06-17 11:00:00
TM-4021,Ring Spinning,77.45,2.19,1806.82,37.63,1398,109.97,64.23,67.65,369.08,0,2023-06-17 12:00:00
TM-4022,Rotor Spinning,71.05,2.93,1799.84,36.43,2385,106.19,69.99,70.66,372.14,0,2023-06-17 13:00:00
TM-4023,Air Jet Loom,92.23,3.5,1774.55,50.71,14941,137.5,78.1,73.66,378.32,1,2023-06-17 14:00:00
TM-4024,Spinning Frame,95.02,3.97,1709.19,49.07,9731,123.93,104.79,75.54,419.42,1,2023-06-17 15:00:00
TM-4025,Ring Spinning,76.59,2.79,1775.31,39.72,5955,96.49,76.5,68.93,376.83,0,2023-06-17 16:00:00
TM-4026,Spinning Frame,77.14,3.21,1763.66,33.33,4422,109.59,58.91,73.41,395.3,0,2023-06-17 17:00:00
TM-4027,Rotor Spinning,74.13,2.86,1837.0,44.34,2664,105.43,70.11,65.08,373.35,0,2023-06-17 18:00:00
TM-4028,Ring Spinning,75.12,2.67,1803.0,37.25,1917,104.37,62.94,73.48,372.37,0,2023-06-17 19:00:00
TM-4029,Spinning Frame,105.36,5.46,1788.44,58.15,12709,119.56,90.44,86.26,452.61,1,2023-06-17 20:00:00
TM-4030,Air Jet Loom,73.42,2.92,1799.89,33.78,5399,106.17,68.36,75.88,349.74,0,2023-06-17 21:00:00
TM-4031,Spinning Frame,106.64,4.76,1785.43,47.06,11455,123.38,88.18,80.06,442.14,1,2023-06-17 22:00:00
TM-4032,Rotor Spinning,101.52,5.42,1959.46,48.04,9138,116.51,87.25,83.69,414.47,1,2023-06-17 23:00:00
TM-4033,Air Jet Loom,105.05,5.38,1855.84,39.44,12932,121.44,86.21,75.94,489.99,1,2023-06-18 00:00:00
TM-4034,Ring Spinning,68.62,3.02,1826.66,42.96,2597,100.02,65.44,66.27,401.19,0,2023-06-18 01:00:00
TM-4035,Weaving Loom,94.73,4.33,1691.1,41.34,13042,112.19,87.16,85.77,485.16,1,2023-06-18 02:00:00
TM-4036,Ring Spinning,80.79,3.11,1788.53,39.35,2757,101.48,68.27,67.89,367.56,0,2023-06-18 03:00:00
TM-4037,Weaving Loom,64.67,2.05,1793.83,38.42,2953,115.19,71.65,72.68,386.86,0,2023-06-18 04:00:00
TM-4038,Rotor Spinning,73.42,2.26,1788.75,36.59,1764,105.64,66.84,65.28,383.66,0,2023-06-18 05:00:00
TM-4039,Spinning Frame,73.99,2.69,1789.94,38.98,1198,106.86,72.71,73.93,378.29,0,2023-06-18 06:00:00
TM-4040,Rotor Spinning,71.61,3.49,1760.43,40.13,4311,98.66,67.62,69.91,355.97,0,2023-06-18 07:00:00
TM-4041,Ring Spinning,69.74,2.71,1831.96,35.35,4344,103.02,56.4,67.35,403.51,0,2023-06-18 08:00:00
TM-4042,Air Jet Loom,81.45,5.82,1611.71,43.36,12463,130.86,82.79,86.94,460.99,1,2023-06-18 09:00:00
TM-4043,Spinning Frame,105.78,5.62,1542.9,50.95,12019,117.44,82.06,80.82,445.65,1,2023-06-18 10:00:00
TM-4044,Ring Spinning,73.53,2.1,1787.34,42.14,2993,95.82,69.94,64.86,381.43,0,2023-06-18 11:00:00
TM-4045,Ring Spinning,68.08,2.41,1815.4,36.78,4198,107.29,59.13,70.26,369.19,0,2023-06-18 12:00:00
TM-4046,Ring Spinning,86.8,6.12,1724.17,47.04,10619,122.8,84.71,90.25,426.45,1,2023-06-18 13:00:00
TM-4047,Rotor Spinning,97.07,4.41,1763.59,41.44,13640,144.51,82.37,85.35,396.1,1,2023-06-18 14:00:00
TM-4048,Ring Spinning,76.58,4.93,1842.99,48.73,13954,120.63,93.66,87.67,391.79,1,2023-06-18 15:00:00
TM-4049,Ring Spinning,102.8,5.79,1835.38,43.63,14842,147.41,91.96,87.84,406.72,1,2023-06-18 16:00:00
TM-4050,Air Jet Loom,74.09,3.17,1803.53,38.92,6905,105.23,62.39,70.39,381.82,0,2023-06-18 17:00:00
TM-4051,Air Jet Loom,82.01,2.09,1824.32,41.51,5452,108.94,73.35,75.67,391.61,0,2023-06-18 18:00:00
TM-4052,Spinning Frame,80.4,2.17,1817.91,40.66,2870,108.68,66.5,71.31,391.26,0,2023-06-18 19:00:00
TM-4053,Weaving Loom,94.27,3.45,1775.35,48.64,12527,135.24,99.22,87.12,407.76,1,2023-06-18 20:00:00
TM-4054,Air Jet Loom,79.71,2.32,1796.92,39.69,3301,105.46,61.29,69.12,397.99,0,2023-06-18 21:00:00
TM-4055,Rotor Spinning,76.84,2.37,1794.66,33.45,4178,97.17,60.43,71.01,380.45,0,2023-06-18 22:00:00
TM-4056,Air Jet Loom,74.83,2.52,1770.43,41.22,6560,114.51,71.85,67.35,379.7,0,2023-06-18 23:00:00
TM-4057,Spinning Frame,79.21,2.11,1770.52,37.55,2573,106.83,57.93,70.06,395.43,0,2023-06-19 00:00:00
TM-4058,Air Jet Loom,77.12,1.81,1812.97,38.09,5393,101.52,65.19,61.96,373.46,0,2023-06-19 01:00:00
TM-4059,Rotor Spinning,73.91,2.78,1831.35,36.8,4571,106.15,65.29,72.94,340.81,0,2023-06-19 02:00:00
TM-4060,Weaving Loom,79.65,3.13,1791.91,37.73,3897,98.31,65.97,70.95,401.61,0,2023-06-19 03:00:00
TM-4061,Air Jet Loom,77.25,2.71,1829.37,40.51,6202,103.41,70.13,66.29,384.53,0,2023-06-19 04:00:00
TM-4062,Air Jet Loom,76.97,2.75,1821.89,39.69,1813,103.32,67.37,66.96,392.03,0,2023-06-19 05:00:00
TM-4063,Rotor Spinning,77.4,3.06,1816.72,39.04,3241,100.58,65.46,72.51,387.09,0,2023-06-19 06:00:00
TM-4064,Rotor Spinning,68.6,1.77,1776.04,35.94,2249,104.26,67.49,70.53,371.2,0,2023-06-19 07:00:00
TM-4065,Spinning Frame,81.55,2.19,1766.65,35.59,4868,111.53,66.92,74.11,340.01,0,2023-06-19 08:00:00
TM-4066,Air Jet Loom,74.1,1.98,1795.69,39.05,1968,106.72,65.07,70.58,372.54,0,2023-06-19 09:00:00
TM-4067,Air Jet Loom,72.31,2.28,1799.0,37.91,4316,102.98,68.24,66.79,391.53,0,2023-06-19 10:00:00
TM-4068,Spinning Frame,77.74,1.58,1822.78,47.53,1577,110.01,66.85,74.58,370.75,0,2023-06-19 11:00:00
TM-4069,Weaving Loom,76.67,2.68,1837.98,36.79,4984,104.24,57.38,67.93,376.42,0,2023-06-19 12:00:00
TM-4070,Weaving Loom,103.49,4.4,1923.34,49.34,9439,121.86,90.32,86.34,393.44,1,2023-06-19 13:00:00
TM-4071,Ring Spinning,77.23,2.63,1798.04,37.86,2706,106.9,67.33,76.05,400.11,0,2023-06-19 14:00:00
TM-4072,Spinning Frame,88.08,1.78,1805.09,40.27,5160,106.46,66.25,73.91,381.47,0,2023-06-19 15:00:00
TM-4073,Rotor Spinning,72.49,3.89,1783.56,41.86,5525,107.42,54.09,67.68,364.46,0,2023-06-19 16:00:00
TM-4074,Ring Spinning,74.76,2.39,1771.08,38.86,4606,101.32,79.29,70.05,394.15,0,2023-06-19 17:00:00
TM-4075,Weaving Loom,93.26,3.48,1669.38,44.88,11907,138.96,75.32,82.65,337.32,1,2023-06-19 18:00:00
TM-4076,Spinning Frame,79.95,2.39,1804.17,36.9,2002,100.29,72.37,67.55,405.1,0,2023-06-19 19:00:00
TM-4077,Air Jet Loom,77.93,2.37,1797.3,36.72,2813,104.13,75.65,66.61,397.27,0,2023-06-19 20:00:00
TM-4078,Ring Spinning,100.4,5.17,1778.82,43.22,9576,136.07,81.94,81.78,433.17,1,2023-06-19 21:00:00
TM-4079,Spinning Frame,75.68,1.75,1811.77,35.07,1855,104.97,63.95,66.7,399.5,0,2023-06-19 22:00:00
TM-4080,Weaving Loom,82.73,2.66,1796.83,40.28,5709,101.54,60.34,72.02,395.51,0,2023-06-19 23:00:00
TM-4081,Rotor Spinning,73.25,2.8,1772.6,32.19,1688,106.86,62.24,67.7,387.83,0,2023-06-20 00:00:00
TM-4082,Weaving Loom,77.77,2.45,1770.6,41.72,1364,106.63,72.05,67.58,364.01,0,2023-06-20 01:00:00
TM-4083,Ring Spinning,76.49,5.63,1903.27,45.32,11449,125.03,85.05,83.68,405.51,1,2023-06-20 02:00:00
TM-4084,Air Jet Loom,79.7,4.83,1599.57,45.62,9554,115.86,75.8,84.53,482.19,1,2023-06-20 03:00:00
TM-4085,Air Jet Loom,94.61,4.2,1660.45,42.75,11893,101.34,83.31,86.11,410.81,1,2023-06-20 04:00:00
TM-4086,Weaving Loom,83.2,1.88,1799.78,35.37,1061,108.2,60.26,74.85,362.31,0,2023-06-20 05:00:00
TM-4087,Air Jet Loom,98.94,4.7,1699.9,57.74,10635,127.78,99.21,84.16,429.73,1,2023-06-20 06:00:00
TM-4088,Spinning Frame,71.78,2.45,1814.77,40.81,1654,104.5,79.12,68.79,384.71,0,2023-06-20 07:00:00
TM-4089,Air Jet Loom,71.24,2.62,1814.12,36.71,2555,104.03,69.58,67.55,391.48,0,2023-06-20 08:00:00
TM-4090,Ring Spinning,84.61,3.01,1813.31,41.44,5312,106.45,69.36,63.02,390.6,0,2023-06-20 09:00:00
TM-4091,Air Jet Loom,68.84,2.19,1797.14,41.21,2222,111.03,61.18,71.05,396.39,0,2023-06-20 10:00:00
TM-4092,Rotor Spinning,79.41,2.32,1796.7,35.56,3602,90.77,63.31,75.74,387.16,0,2023-06-20 11:00:00
TM-4093,Spinning Frame,74.79,2.22,1793.05,35.43,2002,97.79,66.0,67.46,384.09,0,2023-06-20 12:00:00
TM-4094,Weaving Loom,74.41,2.99,1766.61,39.68,6952,96.5,63.67,65.07,372.15,0,2023-06-20 13:00:00
TM-4095,Air Jet Loom,96.83,4.74,1784.59,43.96,11184,121.75,87.02,85.76,437.03,1,2023-06-20 14:00:00
TM-4096,Weaving Loom,73.91,2.84,1827.14,36.46,6588,96.16,73.65,69.66,380.22,0,2023-06-20 15:00:00
TM-4097,Weaving Loom,70.73,2.37,1800.71,38.46,4074,105.28,67.97,66.75,389.74,0,2023-06-20 16:00:00
TM-4098,Ring Spinning,108.36,4.9,1729.77,52.36,14686,129.33,101.9,88.29,477.5,1,2023-06-20 17:00:00
TM-4099,Spinning Frame,91.3,2.38,1639.7,47.95,9671,118.24,90.15,81.03,470.21,1,2023-06-20 18:00:00
TM-4100,Air Jet Loom,76.94,2.8,1812.37,35.55,5488,107.36,66.75,73.15,359.44,0,2023-06-20 19:00:00
TM-4101,Rotor Spinning,99.58,5.0,1691.44,49.61,13508,128.55,101.56,92.75,396.6,1,2023-06-20 20:00:00
TM-4102,Ring Spinning,76.42,2.18,1795.82,37.96,2415,97.15,68.92,66.7,359.16,0,2023-06-20 21:00:00
TM-4103,Weaving Loom,69.88,2.5,1835.97,39.14,2108,106.5,55.08,70.0,370.72,0,2023-06-20 22:00:00
TM-4104,Spinning Frame,75.58,2.29,1788.84,39.13,4634,106.3,66.24,70.0,375.98,0,2023-06-20 23:00:00
TM-4105,Rotor Spinning,97.42,5.5,1771.21,54.01,10350,101.16,90.69,76.95,366.46,1,2023-06-21 00:00:00
TM-4106,Air Jet Loom,78.1,2.67,1784.58,37.3,4980,105.49,67.29,67.27,382.82,0,2023-06-21 01:00:00
TM-4107,Spinning Frame,65.26,2.5,1789.96,40.45,4742,96.4,63.98,73.04,354.81,0,2023-06-21 02:00:00
TM-4108,Ring Spinning,98.33,3.35,1714.2,42.78,14683,116.11,90.23,72.5,389.39,1,2023-06-21 03:00:00
TM-4109,Ring Spinning,71.4,2.95,1768.76,41.89,5591,92.54,63.41,72.11,408.81,0,2023-06-21 04:00:00
TM-4110,Air Jet Loom,88.7,5.08,1721.87,43.15,13537,122.91,79.83,80.45,365.98,1,2023-06-21 05:00:00
TM-4111,Ring Spinning,78.45,3.14,1781.0,32.16,3657,97.91,67.62,67.36,386.29,0,2023-06-21 06:00:00
TM-4112,Weaving Loom,82.44,4.53,1740.0,35.44,12868,136.54,89.95,80.83,359.68,1,2023-06-21 07:00:00
TM-4113,Air Jet Loom,80.74,2.32,1806.52,39.49,5325,103.84,58.9,68.23,401.24,0,2023-06-21 08:00:00
TM-4114,Rotor Spinning,77.19,1.82,1752.88,34.12,6132,109.83,57.32,70.88,382.96,0,2023-06-21 09:00:00
TM-4115,Weaving Loom,98.13,4.29,1765.15,43.55,8963,138.85,110.0,87.63,433.99,1,2023-06-21 10:00:00
TM-4116,Spinning Frame,81.9,1.9,1796.18,33.91,1080,97.66,68.18,66.61,399.79,0,2023-06-21 11:00:00
TM-4117,Rotor Spinning,65.4,2.93,1790.17,39.15,2023,111.92,67.82,68.11,386.32,0,2023-06-21 12:00:00
TM-4118,Ring Spinning,65.39,2.75,1810.55,40.12,1162,102.43,64.74,68.09,376.05,0,2023-06-21 13:00:00
TM-4119,Weaving Loom,78.31,3.19,1787.76,34.73,6742,100.47,60.44,70.52,386.02,0,2023-06-21 14:00:00
TM-4120,Weaving Loom,99.64,4.82,1762.91,57.82,9235,119.46,91.95,84.28,445.04,1,2023-06-21 15:00:00
TM-4121,Air Jet Loom,94.23,4.5,1686.86,47.05,12125,118.24,87.82,91.28,431.81,1,2023-06-21 16:00:00
TM-4122,Air Jet Loom,94.21,5.35,1730.43,38.12,14684,118.62,87.03,85.93,404.38,1,2023-06-21 17:00:00
TM-4123,Rotor Spinning,70.78,2.17,1772.44,38.83,5400,109.57,62.72,68.15,361.19,0,2023-06-21 18:00:00
TM-4124,Weaving Loom,78.36,2.23,1785.49,41.03,6846,106.57,68.11,66.01,375.1,0,2023-06-21 19:00:00
TM-4125,Spinning Frame,83.78,1.73,1777.29,35.86,1625,111.92,63.46,69.03,386.41,0,2023-06-21 20:00:00
TM-4126,Spinning Frame,76.3,2.86,1807.98,38.59,5247,109.18,57.51,73.04,348.85,0,2023-06-21 21:00:00
TM-4127,Spinning Frame,70.47,3.52,1803.08,34.86,6488,98.95,64.07,68.75,376.16,0,2023-06-21 22:00:00
TM-4128,Spinning Frame,74.28,2.04,1780.95,33.79,6416,114.7,60.81,70.24,384.85,0,2023-06-21 23:00:00
TM-4129,Ring Spinning,80.43,3.05,1827.86,35.54,3584,106.95,61.89,73.63,366.72,0,2023-06-22 00:00:00
TM-4130,Ring Spinning,78.88,3.81,1805.53,38.53,5937,102.51,65.87,70.74,365.62,0,2023-06-22 01:00:00
TM-4131,Weaving Loom,82.48,2.61,1799.54,41.78,3489,107.87,58.18,70.25,385.62,0,2023-06-22 02:00:00
TM-4132,Rotor Spinning,75.81,1.92,1773.96,39.09,6687,112.76,67.48,70.85,363.2,0,2023-06-22 03:00:00
TM-4133,Air Jet Loom,80.14,2.68,1783.87,37.75,2374,101.0,62.65,70.92,395.27,0,2023-06-22 04:00:00
TM-4134,Weaving Loom,71.36,2.41,1797.14,41.83,1218,113.21,61.55,68.52,356.37,0,2023-06-22 05:00:00
TM-4135,Ring Spinning,76.4,1.96,1770.32,37.03,4825,114.73,60.88,73.88,388.89,0,2023-06-22 06:00:00
TM-4136,Weaving Loom,77.18,2.52,1800.77,36.18,4491,113.31,61.87,71.8,388.73,0,2023-06-22 07:00:00
TM-4137,Weaving Loom,83.29,4.93,1646.96,41.48,9854,113.21,97.49,93.08,391.82,1,2023-06-22 08:00:00
TM-4138,Spinning Frame,79.61,2.92,1796.64,37.91,6902,100.15,66.35,70.22,388.13,0,2023-06-22 09:00:00
TM-4139,Weaving Loom,93.07,4.16,1625.82,46.67,9300,138.48,91.23,80.76,431.94,1,2023-06-22 10:00:00
TM-4140,Weaving Loom,77.83,1.76,1797.75,37.44,3190,103.29,66.63,68.86,382.72,0,2023-06-22 11:00:00
TM-4141,Weaving Loom,111.97,3.75,1712.84,46.02,12595,129.81,82.68,80.97,378.78,1,2023-06-22 12:00:00
TM-4142,Air Jet Loom,70.45,2.01,1760.22,44.61,6907,111.46,66.69,69.38,393.41,0,2023-06-22 13:00:00
TM-4143,Air Jet Loom,75.92,2.42,1822.27,35.9,4082,103.71,70.76,69.18,375.97,0,2023-06-22 14:00:00
TM-4144,Rotor Spinning,77.01,2.26,1817.78,38.87,2954,101.09,63.51,68.16,421.17,0,2023-06-22 15:00:00
TM-4145,Ring Spinning,92.17,4.18,1686.44,49.03,8871,125.36,90.28,83.67,337.49,1,2023-06-22 16:00:00
TM-4146,Rotor Spinning,77.68,1.75,1826.64,35.92,1787,108.06,57.86,70.74,404.85,0,2023-06-22 17:00:00
